Date,Open,High,Low,Close,Volume,Parabolic SAR,Prediction for Close,
4/18/2007,8261,8270,8185,8265,9369,8087.68,,
4/19/2007,8240,8285,8189,8275,5494,8109.76,,
4/20/2007,8140,8190,8140,8165,1323,8129.54,,
4/23/2007,8270,8285,8240,8283,5071,8140,,
4/24/2007,8280,8325,8235,8325,27847,8156.64,,
4/26/2007,8250,8250,8180,8180,12617,8325,,
4/27/2007,8101,8151,8100,8126,21222,8313.82,,
4/30/2007,8190,8200,8170,8200,5042,8291.58,,
5/1/2007,8140,8185,8137,8185,11149,8271.66,,
5/2/2007,8116,8167,8115,8165,15944,8253.81,,
5/3/2007,8136,8166,8132,8150,10027,8237.81,,
5/4/2007,8253,8329,8253,8328,17143,8100,,
5/7/2007,8340,8343,8328,8328,10696,8107.8,,
5/8/2007,8325,8325,8250,8250,960,8132.26,,
5/9/2007,8247,8251,8247,8250,3444,8154.18,,
5/10/2007,8230,8230,8150,8150,3605,8343,,
5/11/2007,8100,8110,8030,8060,7238,8338.01,,
5/14/2007,8055,8115,8040,8051,11053,8305.98,,
5/15/2007,8030,8048,8001,8025,13027,8277.27,,
5/16/2007,8026,8071,8025,8055,5980,8234.18,,
5/17/2007,8001,8031,7500,8006,9541,8197.8,,
5/18/2007,8000,8000,7965,7999,4144,8052.66,,
5/21/2007,8005,8038,8005,8035,3839,7500,,
5/22/2007,8030,8055,8030,8036,4789,7537.96,,
5/23/2007,8000,8015,8000,8015,20143,7573.95,,
5/24/2007,8015,8036,8013,8017,4671,7608.06,,
5/25/2007,7976,7980,7958,7980,6721,7640.4,,
5/28/2007,7975,8001,7975,7980,9571,7671.06,,
5/29/2007,7980,8000,7975,7975,5596,7700.13,,
5/30/2007,8000,8038,7991,8038,10037,7727.68,,
5/31/2007,7960,8005,7941,8005,12099,7753.8,,
6/1/2007,7966,7991,7961,7991,6948,7778.56,,
6/4/2007,8020,8030,8020,8030,1008,7802.04,,
6/5/2007,8021,8030,8006,8018,9109,7824.29,,
6/6/2007,8000,8000,7931,7950,4845,7845.39,,
6/7/2007,7949,7949,7900,7900,2833,7865.39,,
6/8/2007,7950,7950,7800,7815,3867,8055,,
6/12/2007,7800,7800,7715,7780,2390,8046.94,,
6/13/2007,7750,7750,7650,7692,7729,8012.42,,
6/14/2007,7800,7800,7741,7745,3604,7955.88,,
6/15/2007,7800,7800,7760,7794,6107,7908.16,,
6/18/2007,7791,7791,7770,7780,4268,7867.89,,
6/19/2007,7840,7840,7770,7813,4963,7650,,
6/20/2007,7859,7859,7775,7777,4253,7665.6,,
6/21/2007,7785,7785,7711,7711,2409,7680.39,,
6/22/2007,7683,7695,7652,7676,7492,7859,,
6/25/2007,7682,7685,7662,7670,4549,7851.3,,
6/26/2007,7660,7697,7655,7655,5346,7831.62,,
6/27/2007,7627,7627,7560,7592,31325,7804.06,,
6/28/2007,7620,7660,7610,7628,9538,7753.3,,
6/29/2007,7700,7700,7580,7618,6513,7713.09,,
7/2/2007,7655,7655,7589,7589,2758,7700,,
7/3/2007,7620,7640,7620,7640,24640,7670.88,,
7/4/2007,7614,7630,7595,7604,14195,7647.82,,
7/5/2007,7595,7625,7595,7600,9092,7630,,
7/6/2007,7590,7590,7560,7565,3313,7625,,
7/9/2007,7610,7621,7595,7600,7122,7560,,
7/10/2007,7640,7679,7640,7679,11831,7567.28,,
7/11/2007,7692,7760,7692,7760,8987,7574.18,,
7/12/2007,7750,7750,7650,7650,10891,7593.51,,
7/13/2007,7670,7694,7660,7663,6782,7610.82,,
7/16/2007,7700,7700,7625,7629,5789,7760,,
7/17/2007,7637,7637,7585,7595,7465,7751.42,,
7/18/2007,7590,7615,7570,7576,7890,7734.11,,
7/19/2007,7630,7679,7630,7644,2285,7708.51,,
7/20/2007,7640,7665,7640,7665,10210,7686.9,,
7/23/2007,7750,7751,7720,7735,8130,7570,,
7/24/2007,7721,7721,7690,7690,2322,7576.76,,
7/25/2007,7735,7735,7668,7681,1894,7591.76,,
7/26/2007,7660,7660,7625,7625,1978,7614.11,,
7/27/2007,7625,7647,7586,7647,5866,7751,,
7/30/2007,7745,7760,7732,7760,2690,7586,,
7/31/2007,7735,7747,7718,7746,823,7589.17,,
8/1/2007,7800,7810,7767,7810,5571,7605.59,,
8/2/2007,7808,7808,7766,7777,5500,7637.47,,
8/3/2007,7749,7774,7745,7774,3836,7664.39,,
8/6/2007,7831,7900,7831,7900,18632,7687.1,,
8/7/2007,7870,7870,7819,7819,15692,7731.39,,
8/8/2007,7816,7855,7816,7845,8552,7766.46,,
8/9/2007,7830,7830,7790,7790,2529,7900,,
8/10/2007,7800,7893,7800,7873,7055,7790,,
8/13/2007,7947,8049,7886,7907,23298,7792.08,,
8/14/2007,7908,7993,7908,7993,10969,7818.8,,
8/15/2007,8000,8052,8000,8052,15426,7842.74,,
8/16/2007,8120,8264,8120,8225,14224,7875.38,,
8/17/2007,8240,8300,8100,8265,34029,7956.22,,
8/20/2007,8200,8260,8190,8200,16224,8045.6,,
8/21/2007,8195,8235,8156,8174,6468,8111.74,,
8/22/2007,8160,8230,8160,8188,7944,8300,,
8/23/2007,8190,8190,8065,8150,8671,8274,,
8/24/2007,8060,8060,8010,8035,9931,8249.35,,
8/27/2007,8059,8076,8015,8075,5441,8225.99,,
8/28/2007,8035,8111,8035,8105,2157,8203.83,,
8/29/2007,8130,8204,8130,8190,3660,8010,,
8/30/2007,8143,8181,8110,8181,17668,8021.44,,
8/31/2007,8185,8185,8142,8146,1884,8032.28,,
9/3/2007,8180,8185,8140,8144,31673,8042.57,,
9/4/2007,8151,8165,8130,8140,25157,8052.31,,
9/5/2007,8190,8236,8187,8236,63239,8061.55,,
9/6/2007,8282,8320,8260,8285,76532,8079.7,,
9/7/2007,8358,8386,8335,8386,18095,8117.18,,
9/10/2007,8475,8564,8475,8544,83703,8173.1,,
9/11/2007,8570,8570,8499,8499,25085,8274.73,,
9/12/2007,8600,8600,8495,8532,6956,8366.86,,
9/13/2007,8486,8498,8460,8472,10026,8451.72,,
9/14/2007,8417,8434,8400,8400,5030,8600,,
9/17/2007,8424,8454,8405,8430,14063,8574.52,,
9/18/2007,8591,8650,8587,8650,16631,8400,,
9/19/2007,8526,8526,8486,8505,25997,8402.81,,
9/20/2007,8470,8470,8400,8450,64019,8650,,
9/21/2007,8490,8507,8458,8496,31492,8641.47,,
9/24/2007,8470,8500,8451,8500,10821,8622.39,,
9/25/2007,8462,8478,8417,8422,9708,8595.65,,
9/26/2007,8404,8417,8395,8395,3247,8558.49,,
9/27/2007,8400,8400,8295,8297,6274,8515.99,,
9/28/2007,8320,8391,8320,8362,10748,8447.04,,
10/1/2007,8439,8439,8350,8360,3410,8295,,
10/2/2007,8388,8388,8320,8320,19922,8306.02,,
10/3/2007,8300,8300,8237,8261,8158,8439,,
10/4/2007,8238,8249,8193,8193,8524,8432.81,,
10/5/2007,8280,8300,8265,8300,1360,8407.87,,
10/8/2007,8237,8242,8200,8212,6241,8385.53,,
10/9/2007,8199,8199,8150,8188,7952,8365.5,,
10/10/2007,8200,8229,8200,8226,5456,8331.88,,
10/11/2007,8229,8285,8226,8280,31479,8303.51,,
10/12/2007,8300,8325,8260,8314,11830,8150,,
10/15/2007,8294,8340,8252,8321,29485,8157.8,,
10/16/2007,8415,8492,8401,8490,17945,8176.75,,
10/17/2007,8510,8600,8510,8563,19420,8225.93,,
10/18/2007,8538,8538,8463,8475,7583,8303.74,,
10/19/2007,8565,8620,8560,8595,29831,8365.36,,
10/22/2007,8640,8650,8512,8587,40390,8431.57,,
10/23/2007,8550,8555,8458,8458,14582,8650,,
10/24/2007,8405,8439,8360,8405,14072,8629.3,,
10/25/2007,8423,8500,8420,8447,5246,8609.68,,
10/26/2007,8444,8500,8433,8500,26769,8591.08,,
10/29/2007,8555,8568,8517,8558,11905,8573.45,,
10/30/2007,8555,8620,8500,8500,36619,8360,,
10/31/2007,8450,8474,8430,8469,13787,8370.82,,
11/1/2007,8560,8566,8521,8552,9347,8381.07,,
11/2/2007,8643,8643,8571,8575,12833,8390.79,,
11/5/2007,8720,8750,8665,8695,37576,8417.02,,
11/6/2007,8720,8745,8720,8740,4162,8468.96,,
11/7/2007,8750,8919,8750,8890,29781,8512.81,,
11/8/2007,8925,9050,8890,9037,11507,8597.3,,
11/9/2007,9050,9050,8950,8995,17006,8715,,
11/12/2007,9120,9165,8995,9062,43577,8802.1,,
11/13/2007,9070,9070,8931,9010,8331,8915.32,,
11/14/2007,8940,8940,8890,8920,3746,9165,,
11/15/2007,9047,9140,9020,9100,8987,8890,,
11/16/2007,8940,8940,8825,8861,47444,9140,,
11/19/2007,8830,8832,8760,8824,33546,9133.76,,
11/20/2007,8815,8827,8750,8750,7072,9094.89,,
11/21/2007,8930,9027,8930,9025,29989,9041.09,,
11/22/2007,9100,9215,9100,9110,26930,8750,,
11/23/2007,9190,9260,9169,9225,10175,8764.4,,
11/26/2007,9315,9391,9315,9360,26593,8815.95,,
11/27/2007,9401,9465,9400,9424,6490,8905.65,,
11/28/2007,9297,9297,9190,9190,11518,9022,,
11/29/2007,9100,9100,9050,9050,4016,9465,,
11/30/2007,9005,9005,8946,8980,16872,9446.02,,
12/3/2007,8876,8935,8842,8930,32321,9394.02,,
12/4/2007,8945,9035,8945,9002,26109,9307.9,,
12/5/2007,9150,9230,9150,9200,9865,9235.22,,
12/6/2007,9099,9125,9020,9020,17138,9230,,
12/7/2007,9080,9114,9080,9080,2128,9169.47,,
12/10/2007,9010,9099,9010,9075,9547,9118.39,,
12/11/2007,9106,9107,9022,9050,29791,8842,,
12/12/2007,9106,9205,9080,9125,15048,8862.18,,
12/13/2007,9150,9210,9108,9155,44223,8881.3,,
12/14/2007,9070,9147,9068,9135,9466,8899.44,,
12/17/2007,9150,9210,9150,9191,11546,8916.62,,
12/18/2007,9212,9254,9185,9185,12699,8932.92,,
12/19/2007,9270,9308,9240,9250,15730,8966.31,,
12/20/2007,9300,9324,9272,9285,5438,9019.62,,
12/21/2007,9299,9299,9209,9220,26568,9082.93,,
12/24/2007,9200,9349,9200,9340,11355,9133.07,,
12/27/2007,9385,9453,9385,9424,6752,9189.21,,
12/28/2007,9441,9515,9410,9510,5362,9271.51,,
12/31/2007,9615,9620,9575,9599,4139,9360.14,,
1/2/2008,9550,9550,9475,9475,9609,9468.24,,
1/3/2008,9653,9681,9640,9670,25124,9475,,
1/4/2008,9730,9825,9730,9791,7574,9571.41,,
1/7/2008,9822,9857,9753,9762,40877,9703.28,,
1/8/2008,9811,9860,9780,9780,21371,9857,,
1/9/2008,9961,10091,9940,10034,56054,9780,,
1/10/2008,9900,9958,9895,9895,28649,9784.16,,
1/11/2008,9957,9983,9895,9958,34592,9802.24,,
1/14/2008,10028,10040,9950,9985,28995,9830.44,,
1/15/2008,10046,10095,10005,10064,27179,9874.03,,
1/16/2008,10065,10198,10041,10041,31367,9931.48,,
1/17/2008,10005,10006,9940,9960,19018,10198,,
1/18/2008,9960,10039,9920,9945,37546,10182.24,,
1/21/2008,9950,10015,9950,10015,25319,10167.31,,
1/22/2008,10030,10052,9900,9930,48195,10153.15,,
1/23/2008,10260,10274,10130,10239,39599,9900,,
1/24/2008,10150,10270,10150,10155,17020,9907.9,,
1/25/2008,10300,10370,10220,10250,38567,9945.56,,
1/29/2008,10360,10520,10360,10499,45112,10011.77,,
1/30/2008,10460,10460,10330,10355,16528,10117.49,,
1/31/2008,10389,10500,10321,10364,24003,10201.21,,
2/1/2008,10380,10380,10284,10315,15606,10267.52,,
2/4/2008,10085,10085,10000,10028,20142,10520,,
2/5/2008,9945,9970,9900,9941,44687,10499.72,,
2/6/2008,9889,9916,9865,9905,17734,10437.35,,
2/7/2008,10020,10105,10015,10079,10154,10348.06,,
2/8/2008,10190,10191,10118,10124,18587,10272.7,,
2/11/2008,10297,10297,10166,10184,10882,9865,,
2/12/2008,10240,10240,10150,10171,24582,9881.95,,
2/13/2008,10070,10070,9950,9971,17618,9919.19,,
2/14/2008,10070,10099,10000,10014,11845,9950,,
2/15/2008,10049,10078,10041,10071,37074,9980.16,,
2/18/2008,9946,9960,9880,9893,25417,10297,,
2/19/2008,9892,9892,9830,9835,16856,10278.96,,
2/20/2008,10056,10110,10040,10080,15182,10232.26,,
2/21/2008,10200,10255,10190,10250,15426,9830,,
2/22/2008,10250,10298,10215,10275,5126,9844.56,,
2/25/2008,10220,10253,10215,10227,17405,9891.72,,
2/26/2008,10155,10155,9980,9990,22280,9933.97,,
2/27/2008,10138,10212,10130,10177,13806,9971.83,,
2/28/2008,10159,10160,10086,10114,37300,10005.75,,
2/29/2008,10260,10270,10199,10234,43504,10036.15,,
3/3/2008,10400,10600,10400,10493,38071,10063.38,,
3/4/2008,10505,10545,10430,10536,59165,10147.09,,
3/5/2008,10450,10450,10381,10449,22814,10217.74,,
3/6/2008,10540,10575,10502,10527,10249,10277.38,,
3/7/2008,10600,10600,10499,10529,20578,10327.71,,
3/10/2008,10560,10560,10402,10476,49862,10370.18,,
3/11/2008,10555,10614,10540,10550,39113,10402,,
3/12/2008,10450,10455,10418,10425,60767,10614,,
3/13/2008,10485,10497,10430,10487,32356,10581.03,,
3/14/2008,10520,10546,10484,10546,43276,10549.78,,
3/17/2008,10623,11200,10623,11058,55929,10418,,
3/18/2008,10910,10950,10810,10840,21174,10424.66,,
3/19/2008,10587,10660,10560,10600,60254,10479.29,,
3/20/2008,10300,10369,10060,10345,64800,11200,,
3/25/2008,10050,10121,10020,10121,111410,11166.72,,
3/26/2008,10200,10260,10199,10215,55297,11047.46,,
3/27/2008,10300,10349,10225,10225,21579,10940.6,,
3/28/2008,10215,10215,10020,10050,116017,10844.86,,
3/31/2008,10000,10000,9928,9950,18584,10759.08,,
4/1/2008,9869,9919,9837,9861,17001,10629.43,,
4/2/2008,9747,9747,9500,9536,68876,10464.6,,
4/3/2008,9600,9752,9600,9600,21387,10213.81,,
4/4/2008,9684,9710,9650,9662,6531,10028.22,,
4/7/2008,9650,9754,9650,9740,9731,9890.88,,
4/8/2008,9823,9895,9796,9796,18837,9500,,
4/9/2008,9750,9770,9669,9669,9744,9545.19,,
4/10/2008,9701,9896,9701,9854,9858,9588.03,,
4/11/2008,9873,9873,9700,9709,9632,9628.64,,
4/14/2008,9700,9799,9690,9700,7667,9667.14,,
4/15/2008,9728,9849,9728,9830,4794,9690,,
4/16/2008,9850,9861,9815,9840,7983,9725.31,,
4/17/2008,9900,9922,9885,9920,5244,9758.78,,
4/18/2008,9902,9909,9851,9871,3131,9790.51,,
4/21/2008,9750,9750,9650,9661,11692,9922,,
4/22/2008,9600,9600,9444,9500,28317,9908.84,,
4/23/2008,9500,9500,9402,9413,10126,9860.5,,
4/24/2008,9350,9382,9297,9300,10799,9788.97,,
4/28/2008,9299,9346,9255,9300,41906,9686.64,,
4/29/2008,9309,9350,9300,9350,3851,9574.42,,
4/30/2008,9250,9250,9163,9175,11616,9491.37,,
5/1/2008,9070,9125,8997,9120,21782,9388.92,,
5/2/2008,9009,9009,8890,8950,19520,9246.26,,
5/5/2008,8900,9098,8900,9046,8881,9098.06,,
5/6/2008,9110,9120,9050,9120,9762,8890,,
5/7/2008,9120,9135,9090,9125,10015,8934.72,,
5/8/2008,9100,9176,9082,9120,31456,8977.11,,
5/9/2008,9200,9305,9187,9305,4541,9017.3,,
5/12/2008,9344,9395,9305,9360,5938,9055.4,,
5/13/2008,9311,9311,9203,9245,5413,9091.52,,
5/14/2008,9162,9162,9065,9081,6163,9395,,
5/15/2008,9120,9150,9103,9142,4044,9377.06,,
5/16/2008,9250,9250,9158,9180,11647,9360.05,,
5/19/2008,9360,9409,9351,9400,19481,9065,,
5/20/2008,9399,9400,9304,9374,7440,9074.62,,
5/21/2008,9450,9528,9450,9480,13535,9108.46,,
5/22/2008,9538,9570,9523,9529,10672,9173.91,,
5/23/2008,9589,9589,9446,9498,5881,9256.3,,
5/26/2008,9499,9570,9495,9557,5062,9342.8,,
5/27/2008,9567,9568,9506,9506,14464,9406.81,,
5/28/2008,9360,9375,9282,9284,7934,9589,,
5/29/2008,9260,9269,9220,9240,2691,9574.18,,
5/30/2008,9174,9174,9040,9070,12323,9537.35,,
6/2/2008,9179,9191,9139,9165,2605,9459.76,,
6/3/2008,9200,9255,9184,9239,6341,9394.28,,
6/4/2008,9250,9250,9060,9060,6534,9339.01,,
6/5/2008,9065,9065,9029,9040,3919,9292.36,,
6/6/2008,9028,9065,9005,9060,10769,9237.58,,
6/10/2008,9261,9278,9220,9246,6793,9005,,
6/11/2008,9064,9105,9040,9091,20072,9024.24,,
6/12/2008,9235,9242,9153,9165,14689,9040,,
6/13/2008,9162,9170,9115,9152,11453,9057.42,,
6/16/2008,9150,9169,9115,9120,43281,9073.93,,
6/17/2008,9234,9260,9211,9230,4702,9089.59,,
6/18/2008,9211,9227,9204,9219,11882,9104.43,,
6/19/2008,9286,9306,9252,9306,9409,9118.5,,
6/20/2008,9300,9306,9280,9288,4441,9131.84,,
6/23/2008,9309,9350,9309,9334,7423,9144.48,,
6/24/2008,9249,9249,9162,9162,19785,9156.47,,
6/25/2008,9150,9155,9110,9155,31633,9350,,
6/26/2008,9099,9124,9093,9115,3654,9333.88,,
6/27/2008,9403,9420,9350,9369,8954,9093,,
6/30/2008,9485,9495,9423,9471,11326,9096.22,,
7/1/2008,9450,9525,9450,9525,6528,9137.7,,
7/2/2008,9665,9706,9594,9640,21054,9198.12,,
7/3/2008,9725,9725,9635,9657,22271,9303.76,,
7/4/2008,9565,9591,9565,9573,8732,9413.28,,
7/7/2008,9529,9535,9460,9460,7342,9725,,
7/8/2008,9517,9611,9504,9611,6807,9705.5,,
7/9/2008,9468,9553,9450,9553,4957,9687.01,,
7/10/2008,9574,9596,9508,9508,6001,9669.49,,
7/11/2008,9652,9679,9641,9653,10766,9450,,
7/14/2008,9819,9844,9800,9810,17690,9458.37,,
7/15/2008,9853,9862,9801,9830,21831,9498.48,,
7/16/2008,9830,9839,9764,9782,23577,9555.19,,
7/17/2008,9730,9757,9700,9708,16767,9603.05,,
7/18/2008,9700,9750,9667,9706,10758,9643.45,,
7/21/2008,9755,9755,9672,9686,6990,9862,,
7/22/2008,9767,9790,9749,9790,13198,9850.51,,
7/23/2008,9636,9636,9587,9606,14468,9839.61,,
7/24/2008,9440,9495,9404,9481,31160,9813.34,,
7/25/2008,9528,9609,9524,9580,3326,9749.48,,
7/28/2008,9572,9643,9572,9600,18344,9695.59,,
7/29/2008,9601,9650,9600,9605,4745,9650.1,,
7/30/2008,9592,9597,9500,9597,9142,9650,,
7/31/2008,9498,9525,9480,9524,14048,9611.62,,
8/1/2008,9595,9595,9537,9579,3677,9404,,
8/4/2008,9648,9713,9628,9713,8248,9424.07,,
8/5/2008,9550,9570,9480,9506,31761,9443.1,,
8/6/2008,9469,9469,9391,9410,9213,9713,,
8/7/2008,9501,9550,9500,9525,8409,9700.88,,
8/8/2008,9507,9600,9467,9545,3676,9689.4,,
8/11/2008,9420,9598,9420,9538,25052,9666.27,,
8/12/2008,9195,9195,9000,9001,33046,9627.85,,
8/13/2008,9163,9295,9150,9280,10830,9497.26,,
8/14/2008,9438,9449,9355,9427,9398,9000,,
8/15/2008,9095,9095,8995,9000,17552,9449,,
8/18/2008,8915,9020,8912,8993,7734,9444.11,,
8/19/2008,9035,9035,8916,8988,12460,9388.77,,
8/20/2008,9082,9250,9082,9205,5566,9339.19,,
8/21/2008,9205,9205,9182,9201,3127,9294.76,,
8/22/2008,9349,9406,9330,9350,4253,8912,,
8/25/2008,9350,9350,9300,9332,25818,8929.58,,
8/26/2008,9367,9399,9360,9399,22825,8973.3,,
8/27/2008,9461,9490,9453,9470,4863,9039.71,,
8/28/2008,9415,9469,9415,9450,4811,9133.37,,
8/29/2008,9480,9500,9467,9499,8726,9207.55,,
9/1/2008,9500,9589,9500,9550,5178,9283.59,,
9/2/2008,9450,9470,9400,9406,8008,9378.88,,
9/3/2008,9350,9572,9321,9516,26041,9589,,
9/4/2008,9450,9483,9444,9483,9825,9573.97,,
9/5/2008,9484,9624,9484,9620,8533,9321,,
9/8/2008,9604,9680,9585,9602,20674,9334.05,,
9/9/2008,9615,9762,9615,9702,47951,9370.03,,
9/10/2008,9480,9480,9361,9437,22477,9762,,
9/11/2008,9260,9314,9237,9260,29334,9747.54,,
9/12/2008,9100,9195,9100,9170,24306,9694.45,,
9/15/2008,9306,9373,9306,9342,26562,9601.71,,
9/16/2008,9632,9674,9547,9628,26558,9100,,
9/17/2008,9580,9631,9520,9571,28242,9119.76,,
9/18/2008,10800,11004,10600,10740,48052,9172.93,,
9/19/2008,10599,10599,10157,10259,37268,9458.58,,
9/22/2008,10231,10300,10209,10221,20492,9699.66,,
9/23/2008,10519,10573,10444,10451,672726,9903.14,,
9/24/2008,10450,10450,10350,10396,34633,10074.87,,
9/25/2008,10400,10466,10349,10439,8688,10219.82,,
9/26/2008,10356,10400,10315,10360,15390,11004,,
9/29/2008,10330,10437,10270,10422,37277,10926.83,,
9/30/2008,11140,11143,11011,11106,55686,10270,,
10/1/2008,10760,10931,10740,10840,14248,10278.68,,
10/2/2008,10800,10897,10799,10860,8498,10346.52,,
10/3/2008,10557,10658,10540,10650,20151,10407.31,,
10/6/2008,10580,10977,10580,10920,11480,10461.77,,
10/7/2008,11680,11899,11551,11720,42068,10542.15,,
10/8/2008,12200,12430,12100,12420,29543,10824.37,,
10/9/2008,13240,13400,12539,12700,49100,11241.84,,
10/10/2008,13147,13781,13140,13750,67701,11915.18,,
10/13/2008,12480,13020,12228,12770,82647,13781,,
10/14/2008,11692,11808,11352,11710,54000,13612.47,,
10/15/2008,11724,12091,11724,11900,58523,13452.7,,
10/16/2008,12544,12780,12200,12360,18884,13301.24,,
10/17/2008,11520,11529,11300,11488,38465,13157.65,,
10/20/2008,11101,11350,11101,11350,25483,13021.54,,
10/21/2008,11102,11289,11102,11239,11604,12892.5,,
10/22/2008,11121,11240,11050,11239,42093,12770.17,,
10/23/2008,10600,10800,10597,10690,48641,12654.2,,
10/24/2008,10510,10755,10510,10755,27883,12544.26,,
10/27/2008,11683,11794,11597,11700,23358,12332.7,,
10/28/2008,11839,11900,11701,11785,17201,12143.14,,
10/29/2008,11325,11520,11300,11504,9882,11973.29,,
10/30/2008,11120,11139,10827,10995,18466,11821.11,,
10/31/2008,10750,10850,10650,10775,4884,11684.75,,
11/3/2008,10620,10674,10501,10544,10178,11562.58,,
11/4/2008,10500,10774,10500,10675,24977,11396.97,,
11/5/2008,10795,10832,10699,10700,9888,11210.4,,
11/6/2008,10581,10850,10581,10735,4579,11062.64,,
11/7/2008,10800,10925,10707,10720,5792,10945.61,,
11/10/2008,10720,10744,10515,10672,9973,10925,,
11/11/2008,10800,10999,10800,10924,8209,10500,,
11/12/2008,10900,10995,10700,10970,4919,10631.04,,
11/13/2008,10800,10950,10750,10938,6273,10999,,
11/14/2008,10945,10945,10800,10870,10759,10983.45,,
11/17/2008,11260,11380,11200,11208,24470,10750,,
11/18/2008,11205,11239,11163,11233,11049,10760.4,,
11/19/2008,11233,11233,11135,11201,6554,10810.18,,
11/20/2008,11245,11440,11245,11375,15921,10854.77,,
11/21/2008,11670,11973,11670,11870,61891,10946.07,,
11/24/2008,12382,12575,12233,12297,29970,11159.67,,
11/25/2008,12380,12468,12236,12468,8429,11527.66,,
11/26/2008,12252,12423,12250,12367,6530,11799.96,,
11/27/2008,12360,12391,12145,12340,10457,12001.48,,
11/28/2008,12250,12270,12132,12154,10953,12575,,
12/1/2008,12175,12388,12175,12300,8973,12500.12,,
12/2/2008,11832,12028,11761,11840,12783,12429.13,,
12/3/2008,11900,11999,11800,11810,5252,12361.84,,
12/4/2008,11600,11777,11600,11706,4839,12298.04,,
12/5/2008,11685,11750,11649,11649,4824,12237.56,,
12/8/2008,11590,11595,11425,11595,12505,12180.23,,
12/9/2008,11500,11590,11400,11579,21266,12125.88,,
12/10/2008,11600,11620,11550,11595,10395,12074.35,,
12/11/2008,12100,12100,12002,12035,18536,11400,,
12/12/2008,11910,12189,11910,12189,10936,11451.38,,
12/15/2008,12200,12299,12177,12245,7935,11500.08,,
12/16/2008,12301,12480,12255,12321,15065,11546.25,,
12/17/2008,12310,12310,11997,12115,338382,11643.36,,
12/18/2008,12139,12199,12001,12090,11753,11730.37,,
12/19/2008,12110,12300,12075,12210,8706,11808.33,,
12/22/2008,12200,12450,12163,12450,6040,11878.19,,
12/23/2008,12450,12561,12210,12225,11311,11940.78,,
12/24/2008,12200,12200,12116,12196,9793,12037.53,,
12/29/2008,12500,12800,12500,12700,7433,12116,,
12/30/2008,12700,12757,12550,12550,6759,12258.27,,
12/31/2008,12500,12545,12421,12451,1708,12370.95,,
1/2/2009,12530,12649,12433,12433,4234,12800,,
1/5/2009,12324,12324,12025,12064,10690,12753.72,,
1/6/2009,11931,11931,11775,11820,14769,12709.85,,
1/7/2009,12000,12000,11700,11766,5996,12612.62,,
1/8/2009,11685,11924,11609,11801,7549,12470.25,,
1/9/2009,12000,12000,11847,11960,4523,12291.11,,
1/12/2009,12040,12150,12000,12103,3661,11609,,
1/13/2009,12003,12169,11996,11998,17978,11663.08,,
1/14/2009,12299,12299,12025,12090,5403,11714.35,,
1/15/2009,12061,12145,12006,12145,6090,11762.95,,
1/16/2009,12100,12144,12025,12033,6098,11809.02,,
1/19/2009,12250,12349,12090,12147,6655,11852.7,,
1/20/2009,12270,12390,12205,12362,13232,11894.11,,
1/21/2009,13010,13087,12770,12806,41854,11933.36,,
1/22/2009,12771,12908,12615,12724,50613,12053.34,,
1/23/2009,12801,12953,12801,12907,16580,12160.84,,
1/27/2009,13400,13465,13369,13440,33375,12257.16,,
1/28/2009,13155,13434,13155,13250,11600,12445.59,,
1/29/2009,13191,13299,13100,13200,52486,12604.61,,
1/30/2009,13500,13778,13500,13778,18102,12738.84,,
2/2/2009,14266,14400,14246,14298,44143,12954.98,,
2/3/2009,14142,14142,13725,13878,20301,13330.69,,
2/4/2009,13654,13685,13550,13630,16051,14400,,
2/5/2009,13821,13891,13804,13846,11833,14274.99,,
2/6/2009,13860,13899,13750,13791,15914,14156.48,,
2/9/2009,13392,13446,13291,13411,24385,14044.14,,
2/10/2009,13080,13318,13010,13296,11930,13937.64,,
2/11/2009,13730,13823,13689,13772,10991,13836.67,,
2/12/2009,14120,14199,14008,14146,16230,13010,,
2/13/2009,14206,14250,14010,14091,26718,13056.23,,
2/16/2009,14091,14195,14082,14150,20819,13180.38,,
2/17/2009,14101,14623,14101,14623,19979,13291.62,,
2/18/2009,14930,14987,14802,14952,28445,13499.32,,
2/19/2009,15160,15200,14932,14997,22195,13808.75,,
2/20/2009,14800,14919,14741,14901,36537,14170.48,,
2/23/2009,15200,15250,14901,14994,34433,14438.15,,
2/24/2009,15120,15191,14984,15002,28282,14691.45,,
2/25/2009,14499,14631,14408,14570,22606,15250,,
2/26/2009,14580,14580,14337,14370,15809,15185.42,,
2/27/2009,14294,14380,14223,14225,24506,15124.19,,
3/2/2009,14420,14857,14420,14835,50430,15066.15,,
3/3/2009,14466,14500,14151,14185,37328,15011.12,,
3/4/2009,14105,14313,14065,14122,28269,14958.96,,
3/5/2009,13800,13998,13521,13929,30829,14909.51,,
3/6/2009,14350,14559,14299,14310,28545,14765.11,,
3/9/2009,14499,14499,14301,14409,13345,14635.72,,
3/10/2009,14310,14311,14100,14100,19910,14519.79,,
3/11/2009,13899,14100,13551,14100,39709,14415.92,,
3/12/2009,13786,13888,13720,13848,24172,14322.84,,
3/13/2009,13975,13975,13803,13970,16391,14239.45,,
3/16/2009,13999,13999,13828,13855,22173,14164.73,,
3/17/2009,13800,13800,13669,13670,16327,14097.78,,
3/18/2009,13599,13599,13515,13560,13573,14037.8,,
